0,5
1,16
2,24
3,72
4,48
5,120
6,72
7,168
8,312
9,120
10,408
11,312
12,168
13,360
14,600
15,672
16,240
17,768
18,552
19,288
20,912
21,648
22,1032
23,1488
24,792
25,408
26,840
27,432
28,888
29,3360
30,1032
31,1608
32,552
33,2880
34,600
35,1848
36,1920
37,1320
38,2040
39,2112
40,720
41,3720
42,768
43,1560
44,792
45,4920
46,5208
47,1800
48,912
49,1848
50,2832
51,960
52,4920
53,3048
54,3120
55,3192
56,1080
57,3288
58,2232
59,1128
60,5760
61,8400
62,2472
63,1248
64,2520
65,9072
66,4008
67,6840
68,1392
69,2808
70,4272
71,5808
72,4440
73,4512
74,3048
75,4632
76,6288
77,3192
78,6480
79,8280
80,1680
81,8520
82,1728
83,5232
84,3528
85,5352
86,7248
87,3672
88,1848
89,3720
90,11352
91,7728
92,3912
93,7920
94,4008
95,6072
96,12360
97,2088
98,19152
99,6528
100,11040
101,6720
102,6792
103,2280
104,6888
105,11640
106,7080
107,7152
108,2400
109,7248
110,7320
111,4920
112,2472
113,15000
114,12720
115,2568
116,5160
117,7800
118,7872
119,2640
120,16008
121,5400
122,8160
123,10992
124,13920
125,11280
126,14280
127,11568
128,8760
129,8832
130,5928
131,11952
132,9048
133,6072
134,12240
135,6168
136,21840
137,15840
138,19272
139,3240
140,16320
141,3288
142,6600
143,3312
144,16680
145,23688
146,6840
147,3432
148,6888
149,24360
150,7032
151,3528
152,7080
153,35880
154,7272
155,14640
156,18480
157,14928
158,7512
159,11328
160,11400
161,26880
162,7752
163,11688
164,11760
165,15792
166,11928
167,24072
168,8088
169,12192
170,4080
171,20520
172,4128
173,12432
174,20880
175,4200
176,21120
177,4248
178,12792
179,38808
180,8712
181,4368
182,8760
183,13200
184,13272
185,17808
186,13440
187,13512
188,50160
189,4608
190,23160
191,18672
192,23520
193,14208
194,14280
195,19152
196,28968
197,9720
198,14640
199,14712
200,4920
201,14808
202,29832
203,25080
204,45648
205,5112
206,10248
207,15432
208,5160
209,15528
210,10392
211,5208
212,10440
213,31512
214,5280
215,15888
216,91392
217,16368
218,16440
219,22032
220,50040
221,28080
222,39648
223,11400
224,5712
225,11448
226,17232
227,23088
228,11592
229,5808
230,17472
231,35160
232,29520
233,5928
234,11880
235,5952
236,11928
237,17952
238,36120
239,36408
240,24432
241,36888
242,18552
243,12408
244,18672
245,25008
246,12552
247,25200
248,12648
249,44520
250,12792
251,19248
252,6432
253,12888
254,19392
255,6480
256,19488
257,32640
258,65880
259,19920
260,13320
261,6672
262,80688
263,13560
264,6792
265,34080
266,41160
267,6888
268,34560
269,27792
270,20928
271,21000
272,21072
273,63648
274,21360
275,14280
276,7152
277,43080
278,36120
279,43608
280,29232
281,58848
282,51912
283,22368
284,14952
285,7488
286,15000
287,7512
288,37680
289,45480
290,22848
291,22920
292,69192
293,7728
294,62112
295,7800
296,86328
297,23712
298,31728
299,23880
300,15960
301,7992
302,16008
303,32112
304,24168
305,40440
306,8112
307,40680
308,57288
309,41160
310,24792
311,49800
312,8328
313,16680
314,8352
315,41880
316,50520
317,8448
318,67872
319,8520
320,25608
321,17112
322,8568
323,42960
324,34512
325,78120
326,105168
327,17640
328,26520
329,35472
330,71328
331,8952
332,17928
333,35952
334,72288
335,9072
336,18168
337,36432
338,27408
339,27480
340,18360
341,55272
342,9240
343,102168
344,28032
345,9360
346,28128
347,18792
348,28248
349,66192
350,28488
351,19032
352,9528
353,28632
354,19128
355,28752
356,57720
357,28968
358,29040
359,68040
360,19512
361,29328
362,58872
363,39408
364,29640
365,19800
366,129480
367,90432
368,50520
369,40560
370,20328
371,30552
372,10200
373,30648
374,112992
375,62040
376,10368
377,83232
378,41808
379,20952
380,63048
381,73920
382,53040
383,10632
384,21288
385,42672
386,32088
387,32160
388,21480
389,10752
390,21528
391,32352
392,43248
393,21672
394,10848
395,32592
396,54480
397,10920
398,54720
399,43920
400,22008
401,77280
402,55440
403,66792
404,11160
405,33528
406,22392
407,11208
408,89952
409,79128
410,22680
411,34080
412,45552
413,34248
414,22872
415,103320
416,46128
417,57840
418,34800
419,34872
420,46608
421,58440
422,70392
423,82488
424,23640
425,35520
426,35592
427,11880
428,167160
429,12000
430,60120
431,48240
432,24168
433,84840
434,24312
435,48720
436,73320
437,36768
438,73752
439,24648
440,37032
441,123960
442,62280
443,12480
444,100128
445,163800
446,25320
447,12672
448,76200
449,38208
450,25512
451,76728
452,38472
453,51408
454,25752
455,51600
456,142560
457,13008
458,26040
459,13032
460,78360
461,183960
462,13200
463,39648
464,39720
465,39792
466,26568
467,39912
468,13320
469,80088
470,26760
471,80472
472,13440
473,67320
474,13488
475,108192
476,13560
477,108768
478,40920
479,136920
480,110112
481,55248
482,27672
483,13848
484,27720
485,13872
486,153120
487,55920
488,84120
489,42168
490,70440
491,14112
492,28248
493,42432
494,14160
495,42528
496,71040
497,14232
498,85560
499,71520
500,14328
501,71760
502,100800
503,43320
504,28920
505,43440
506,58032
507,43608
508,43680
509,116832
510,87960
511,14688
512,29400
513,103152
514,44328
515,29592
516,59280
517,74280
518,59568
519,44760
520,44832
521,165000
522,45168
523,15072
524,75480
525,106008
526,30360
527,45600
528,137232
529,15288
530,76560
531,107520
532,30792
533,15408
534,77160
535,108360
536,31032
537,62160
538,140328
539,31272
540,46968
541,15672
542,31368
543,47112
544,15720
545,94488
546,31560
547,158280
548,175032
549,95880
550,16008
551,32040
552,48120
553,48192
554,16080
555,48288
556,177672
557,16200
558,48648
559,130080
560,48912
561,98040
562,16368
563,49152
564,98520
565,131808
566,16512
567,33048
568,49632
569,116088
570,33240
571,16632
572,150048
573,201072
574,84120
575,50568
576,16872
577,84480
578,16920
579,84720
580,16968
581,84960
582,51072
583,17040
584,85320
585,17088
586,85560
587,51432
588,68688
589,258720
590,86640
591,17352
592,86880
593,69648
594,52320
595,87360
596,157752
597,52728
598,105672
599,105960
600,17688
601,159552
602,53328
603,35592
604,53448
605,53520
606,160992
607,17928
608,89760
609,126000
610,54120
611,36120
612,18072
613,36168
614,217680
615,18192
616,109320
617,54768
618,146400
619,73392
620,55128
621,55200
622,166032
623,148128
624,18552
625,37128
626,55752
627,18600
628,55848
629,55920
630,93360
631,56112
632,112440
633,112728
634,169632
635,18888
636,56712
637,37848
638,170712
639,76080
640,229008
641,38280
642,19152
643,38328
644,57552
645,19200
646,115368
647,38520
648,135072
649,290760
650,97320
651,58488
652,117192
653,137088
654,58872
655,98280
656,118200
657,19728
658,39480
659,59280
660,79152
661,59448
662,99240
663,19872
664,39768
665,139440
666,59880
667,59952
668,40008
669,60072
670,20040
671,100320
672,20088
673,160992
674,121080
675,80880
676,182448
677,40632
678,61008
679,122232
680,20400
681,61248
682,61320
683,61392
684,287448
685,61800
686,144480
687,41352
688,82800
689,103680
690,83088
691,124872
692,187848
693,41832
694,20928
695,41880
696,251952
697,126408
698,63312
699,21120
700,169248
701,63600
702,63672
703,148848
704,106560
705,149520
706,42792
707,321960
708,64608
709,64680
710,64752
711,86448
712,64920
713,43320
714,21672
715,130200
716,65208
717,43512
718,21768
719,65352
720,240240
721,65688
722,21912
723,43848
724,197712
725,22008
726,44040
727,132312
728,22080
729,66288
730,44232
731,288288
732,66720
733,66792
734,44568
735,89232
736,111720
737,358848
738,180192
739,22560
740,67728
741,45192
742,22608
743,45240
744,22632
745,113280
746,158928
747,68232
748,45528
